cityname,provincename,countryname
Bangor,Maine,United States of America
Portland,Maine,United States of America
Saginaw,Michigan,United States of America
Ketchikan,Alaska,United States of America
Unalaska,Alaska,United States of America
Togiak,Alaska,United States of America
Red Devil,Alaska,United States of America
Hooper Bay,Alaska,United States of America
Wainwright,Alaska,United States of America
Galena,Alaska,United States of America
Kaktovik,Alaska,United States of America
Skagway,Alaska,United States of America
Cordova,Alaska,United States of America
Kenai,Alaska,United States of America
Fort Yukon,Alaska,United States of America
Santa Cruz,California,United States of America
San Bernardino,California,United States of America
Bridgeport,Connecticut,United States of America
Rochester,New York,United States of America
International Falls,Minnesota,United States of America
St. Paul,Minnesota,United States of America
Billings,Montana,United States of America
Great Falls,Montana,United States of America
Missoula,Montana,United States of America
Minot,North Dakota,United States of America
Fargo,North Dakota,United States of America
Hilo,Hawaii,United States of America
Olympia,Washington,United States of America
Spokane,Washington,United States of America
Vancouver,Washington,United States of America
Flagstaff,Arizona,United States of America
Tucson,Arizona,United States of America
Santa Barbara,California,United States of America
Fresno,California,United States of America
Eureka,California,United States of America
Colorado Springs,Colorado,United States of America
Reno,Nevada,United States of America
Elko,Nevada,United States of America
Albuquerque,New Mexico,United States of America
Salem,Oregon,United States of America
Casper,Wyoming,United States of America
Topeka,Kansas,United States of America
Kansas City,Missouri,United States of America
Tulsa,Oklahoma,United States of America
Sioux Falls,South Dakota,United States of America
Shreveport,Louisiana,United States of America
Baton Rouge,Louisiana,United States of America
Ft. Worth,Texas,United States of America
Corpus Christi,Texas,United States of America
Austin,Texas,United States of America
Amarillo,Texas,United States of America
El Paso,Texas,United States of America
Laredo,Texas,United States of America
Burlington,Vermont,United States of America
Montgomery,Alabama,United States of America
Tallahassee,Florida,United States of America
Orlando,Florida,United States of America
Jacksonville,Florida,United States of America
Savannah,Georgia,United States of America
Columbia,South Carolina,United States of America
Indianapolis,Indiana,United States of America
Wilmington,North Carolina,United States of America
Knoxville,Tennessee,United States of America
Richmond,Virginia,United States of America
Charleston,West Virginia,United States of America
Baltimore,Maryland,United States of America
Syracuse,New York,United States of America
Augusta,Maine,United States of America
Sault Ste. Marie,Michigan,United States of America
Sitka,Alaska,United States of America
Helena,Montana,United States of America
Bismarck,North Dakota,United States of America
Boise,Idaho,United States of America
San Jose,California,United States of America
Sacramento,California,United States of America
Las Vegas,Nevada,United States of America
Santa Fe,New Mexico,United States of America
Portland,Oregon,United States of America
Salt Lake City,Utah,United States of America
Cheyenne,Wyoming,United States of America
Des Moines,Iowa,United States of America
Omaha,Nebraska,United States of America
Oklahoma City,Oklahoma,United States of America
Pierre,South Dakota,United States of America
San Antonio,Texas,United States of America
Jackson,Mississippi,United States of America
Raleigh,North Carolina,United States of America
Cleveland,Ohio,United States of America
Cincinnati,Ohio,United States of America
Nashville,Tennessee,United States of America
Memphis,Tennessee,United States of America
Norfolk,Virginia,United States of America
Milwaukee,Wisconsin,United States of America
Buffalo,New York,United States of America
Pittsburgh,Pennsylvania,United States of America
Kodiak,Alaska,United States of America
Cold Bay,Alaska,United States of America
Bethel,Alaska,United States of America
Point Hope,Alaska,United States of America
Barrow,Alaska,United States of America
Nome,Alaska,United States of America
Valdez,Alaska,United States of America
Juneau,Alaska,United States of America
Fairbanks,Alaska,United States of America
Prudhoe Bay,Alaska,United States of America
Minneapolis,Minnesota,United States of America
Honolulu,Hawaii,United States of America
Seattle,Washington,United States of America
Phoenix,Arizona,United States of America
San Diego,California,United States of America
St. Louis,Missouri,United States of America
New Orleans,Louisiana,United States of America
Dallas,Texas,United States of America
Boston,Massachusetts,United States of America
Tampa,Florida,United States of America
Philadelphia,Pennsylvania,United States of America
Detroit,Michigan,United States of America
Anchorage,Alaska,United States of America
San Francisco,California,United States of America
Denver,Colorado,United States of America
Houston,Texas,United States of America
Miami,Florida,United States of America
Atlanta,Georgia,United States of America
Chicago,Illinois,United States of America
Los Angeles,California,United States of America
"Washington, D.C.",District of Columbia,United States of America
New York,New York,United States of America
Colonia del Sacramento,Colonia,Uruguay
Trinidad,Flores,Uruguay
Fray Bentos,Río Negro,Uruguay
Canelones,Canelones,Uruguay
Florida,Florida,Uruguay
Artigas,Artigas,Uruguay
Baltasar Brum,Artigas,Uruguay
Tranqueras,Rivera,Uruguay
Tacuarembo,Tacuarembó,Uruguay
Paso de los Toros,Tacuarembó,Uruguay
Vergara,Treinta y Tres,Uruguay
Treinta y Tres,Treinta y Tres,Uruguay
Santa Lucia,Canelones,Uruguay
Jose Batlle y Ordonez,Lavalleja,Uruguay
Minas,Lavalleja,Uruguay
Maldonado,Maldonado,Uruguay
Punta del Este,Maldonado,Uruguay
Aigua,Maldonado,Uruguay
La Paloma,Rocha,Uruguay
Carmelo,Colonia,Uruguay
Bella Union,Artigas,Uruguay
Mercedes,Soriano,Uruguay
Melo,Cerro Largo,Uruguay
Rivera,Rivera,Uruguay
Lascano,Rocha,Uruguay
Castillos,Rocha,Uruguay
San Jose de Mayo,San José,Uruguay
Rocha,Rocha,Uruguay
Paysandu,Paysandú,Uruguay
Salto,Salto,Uruguay
Durazno,Durazno,Uruguay
Montevideo,Montevideo,Uruguay
Khujayli,Karakalpakstan,Uzbekistan
Urgut,Samarkand,Uzbekistan
Kattaqorgon,Samarkand,Uzbekistan
Denow,Surkhandarya,Uzbekistan
Guliston,Sirdaryo,Uzbekistan
Iskandar,Tashkent,Uzbekistan
Chirchiq,Tashkent,Uzbekistan
Kogon,Bukhoro,Uzbekistan
Khiwa,Khorezm,Uzbekistan
Chimboy,Karakalpakstan,Uzbekistan
Qunghirot,Karakalpakstan,Uzbekistan
Zarafshon,Navoi,Uzbekistan
Navoi,Navoi,Uzbekistan
Shahrisabz,Kashkadarya,Uzbekistan
Qarshi,Kashkadarya,Uzbekistan
Qoqon,Ferghana,Uzbekistan
Jizzax,Jizzakh,Uzbekistan
Angren,Tashkent,Uzbekistan
Olmaliq,Tashkent,Uzbekistan
Muynoq,Karakalpakstan,Uzbekistan
Termiz,Surkhandarya,Uzbekistan
Fargona,Ferghana,Uzbekistan
Namangan,Namangan,Uzbekistan
Urgentch,Khorezm,Uzbekistan
Bukhara,Bukhoro,Uzbekistan
Nukus,Karakalpakstan,Uzbekistan
Andijon,Andijon,Uzbekistan
Samarqand,Samarkand,Uzbekistan
Tashkent,Tashkent,Uzbekistan
Luganville,Sanma,Vanuatu
Port-Vila,Shefa,Vanuatu
Vatican City,Lazio,Vatican (Holy Sea)
San Carlos,Cojedes,Venezuela
San Felipe,Yaracuy,Venezuela
San Juan De Los Morros,Guárico,Venezuela
La Asuncion,Nueva Esparta,Venezuela
Guasdualito,Apure,Venezuela
Barinas,Barinas,Venezuela
Valera,Trujillo,Venezuela
Cabimas,Trujillo,Venezuela
Carora,Lara,Venezuela
Guanare,Portuguesa,Venezuela
Puerto la Cruz,Anzoátegui,Venezuela
Anaco,Anzoátegui,Venezuela
Los Teques,Distrito Capital,Venezuela
Valle de la Pascua,Guárico,Venezuela
Ocumare del Tuy,Miranda,Venezuela
Carupano,Sucre,Venezuela
Trujillo,Trujillo,Venezuela
Santa Rita,Trujillo,Venezuela
Machiques,Zulia,Venezuela
San Carlos del Zulia,Zulia,Venezuela
Puerto Cabello,Carabobo,Venezuela
Acarigua,Portuguesa,Venezuela
Upata,Bolívar,Venezuela
El Manteco,Bolívar,Venezuela
Chaguaramas,Anzoátegui,Venezuela
Barcelona,Anzoátegui,Venezuela
El Tigre,Anzoátegui,Venezuela
Maiquetia,Vargas,Venezuela
Calabozo,Guárico,Venezuela
Zaraza,Guárico,Venezuela
Altagracia de Orituco,Guárico,Venezuela
Tucupita,Monagas,Venezuela
Porlamar,Nueva Esparta,Venezuela
San Fernando de Apure,Apure,Venezuela
Barquisimeto,Lara,Venezuela
Maturin,Monagas,Venezuela
Cumana,Sucre,Venezuela
Coro,Falcón,Venezuela
Punto Fijo,Falcón,Venezuela
La Esmeralda,Amazonas,Venezuela
Ciudad Bolivar,Bolívar,Venezuela
El Dorado,Bolívar,Venezuela
Maracay,Aragua,Venezuela
Merida,Mérida,Venezuela
Puerto Ayacucho,Amazonas,Venezuela
San Cristobal,Táchira,Venezuela
Valencia,Carabobo,Venezuela
Ciudad Guayana,Bolívar,Venezuela
Maracaibo,Zulia,Venezuela
Caracas,Distrito Capital,Venezuela
Tay Ninh,Tây Ninh,Vietnam
Luan Chau,Điện Biên,Vietnam
Bac Kan,Bac Kan,Vietnam
Lang Son,Lạng Sơn,Vietnam
Son La,Son La,Vietnam
Tuyen Quang,Tuyên Quang,Vietnam
Yen Bai,Yên Bái,Vietnam
Hai Duong,Hải Dương ,Vietnam
Thai Binh,Thái Bình,Vietnam
Tuy Hoa,Phú Yên,Vietnam
Thu Dau Mot,Bình Duong,Vietnam
Dong Ha,Quảng Trị ,Vietnam
Cao Lanh,Đồng Tháp ,Vietnam
Truc Giang,Bến Tre ,Vietnam
Tra Vinh,Trà Vinh,Vietnam
Vinh Long,Vinh Long,Vietnam
Cao Bang,Cao Bằng,Vietnam
Hong Gai,Quảng Ninh ,Vietnam
Cam Pha,Quảng Ninh ,Vietnam
Lao Chi,Lào Cai,Vietnam
Hoa Binh,Hòa Bình,Vietnam
Son Tay,Hà Tây,Vietnam
Ninh Binh,Ninh Bình,Vietnam
Viet Tri,Phú Thọ ,Vietnam
Bac Giang,Bắc Giang ,Vietnam
Ha Tinh,Ha Tinh,Vietnam
Buon Me Thuot,Dak Lak,Vietnam
Da Lat,Lâm Đồng ,Vietnam
Phan Rang,Ninh Thuận ,Vietnam
Hon Quan,Bình Phước ,Vietnam
Kon Tum,Kon Tum,Vietnam
Quang Ngai,Quảng Ngãi  ,Vietnam
Quang Tri,Quảng Trị ,Vietnam
Vung Tau,Bà Rịa–Vũng Tàu ,Vietnam
Phan Thiet,Bình Thuận ,Vietnam
Long Xuyen,An Giang,Vietnam
Chau Doc,An Giang,Vietnam
Rach Gia,Kiên Giang,Vietnam
Tan An,Long An,Vietnam
My Tho,Tiền Giang ,Vietnam
Bac Lieu,Bạc Liêu ,Vietnam
Ca Mau,Cà Mau,Vietnam
Soc Trang,Sóc Trang,Vietnam
Ha Giang,Hà Giang,Vietnam
